motivo_rejeicao,nome_original_csv,nome_limpo,estado,data_publicacao,tipo_ato,cargo,orgao,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
tem_numero,§ 3º DO,§ 3º DO,RJ,2025-09-11,exoneracao,da Assessoria Jurídica,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWRmVWSnFVVEJPVkdkMFVXcE5NRTE1TURCU1ZFazBURlJzUms0d1NYUk9SVkY2VGxSRk1sRlZXa05OVkdkNFRWUmpNMDU2VlhoT1JFMDFUa0U5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-11.md,saida\RJ\DOERJ_2025.csv,3080
tem_numero;inicio_suspeito;termo_administrativo;muito_longo,VINCULADO À GERÊNCIA DE COBRANÇA DE OPERAÇÕES DE CRÉDITO - GECOB. PROC. Nº SEI-220002/000360/2025,VINCULADO À GERÊNCIA DE COBRANÇA DE OPERAÇÕES DE CRÉDITO - GECOB. PROC. Nº SEI-220002/000360/2025,RJ,2025-09-08,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCTmVrNVZTa1JPYWtGMFVsUnNRazU1TURCU1ZVcENURlZGTUU0d1JYUk9ha1Y0VFdwbk0wMXJXVEZPVkZrMFRWUmpNMDU2VlhoT1JGRXdUVUU5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-08.md,saida\RJ\DOERJ_2025.csv,3240
inicio_suspeito;frase_administrativa;termo_administrativo,OS CANDIDATOS ABAIXO RELACIONADOS,OS CANDIDATOS ABAIXO RELACIONADOS,RJ,2025-09-02,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUmVWSnJWVE5OUkVGMFRtcHJlazFUTURCT1JFazFURlJvUmxFd1RYUlNSRUpEVWxSRk1VOVVWa1ZQVkVKRFRWUmpNMDU2VlhoT1JGVXdUa0U5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-02.md,saida\RJ\DOERJ_2025.csv,3360
frase_administrativa;termo_administrativo,ATRAVÉS DE ATO PRÓPRIO PUBLICADO NO DIÁRIO OFICIAL DO ESTADO,ATRAVÉS DE ATO PRÓPRIO PUBLICADO NO DIÁRIO OFICIAL DO ESTADO,RJ,2025-09-02,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUmVWSnJWVE5OUkVGMFRtcHJlazFUTURCT1JFazFURlJvUmxFd1RYUlNSRUpEVWxSRk1VOVVWa1ZQVkVKRFRWUmpNMDU2VlhoT1JGVXdUa0U5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-02.md,saida\RJ\DOERJ_2025.csv,3415
inicio_suspeito,EM ORDEM ALFABÉTICA,EM ORDEM ALFABÉTICA,RJ,2025-08-28,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwVmVVNXJVa1ZSZWtGMFRsUlZOVTE1TURCUk1FbDNURlJuZWswd1JYUk5lbU13VVhwUk0wNTZXa1JTUlZwRVRWUmpNMDU2VlhoT1JGbDNUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-28.md,saida\RJ\DOERJ_2025.csv,3538
frase_administrativa;termo_administrativo,PESQUISAS E FORMAÇÃO DE SERVIDORES PÚBLICOS DO ESTADO,PESQUISAS E FORMAÇÃO DE SERVIDORES PÚBLICOS DO ESTADO,RJ,2025-08-28,exoneracao,do cargo em comissão de Assessor,da Fundação Centro Estadual de Estatística,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwVmVVNXJVa1ZSZWtGMFRsUlZOVTE1TURCUk1FbDNURlJuZWswd1JYUk5lbU13VVhwUk0wNTZXa1JTUlZwRVRWUmpNMDU2VlhoT1JGbDNUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-28.md,saida\RJ\DOERJ_2025.csv,3539
termo_administrativo,PSICÓLOGO E PSIQUIATRA POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE. ID: 2673152,PSICÓLOGO E PSIQUIATRA POR NÃO CONTAR COM ESTES PROFISSIONAIS NA UNIDADE,RJ,2025-08-26,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10YVFrOUVXa1ZOYWsxMFRUQlNRbEpwTURCUFZWVTBURlZGZDA1VVRYUlJhMXBIVG5wa1IwNXJXWGRQVkU1RlRWUmpNMDU2VlhoT1JGbDZUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-26.md,saida\RJ\DOERJ_2025.csv,3620
inicio_suspeito;frase_administrativa;termo_administrativo,OS MEMBROS INTEGRANTES,OS MEMBROS INTEGRANTES,RJ,2025-08-25,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSU1JWRnFaelZOZWtWMFVXdFNRazFETURCUFZGWkdURlZGTlZGVlZYUk9WRkV3VDFSU1JVOUVWVEpOUkVKSFRWUmpNMDU2VlhoT1JGa3dUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-25.md,saida\RJ\DOERJ_2025.csv,3655
termo_administrativo,ASSISTENTE TÉCNICO ADMINISTRATIVO,ASSISTENTE TÉCNICO ADMINISTRATIVO,RJ,2025-08-13,exoneracao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwTk5FOUVWVEJQUkdOMFVYcGFSRTlUTURCUmExbDRURlZKTlZFd1JYUk9hbGw0VDFSc1JrNHdSVEZOVlUweFRWUmpNMDU2VlhoT1JHTTFUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-13.md,saida\RJ\DOERJ_2025.csv,3911
inicio_suspeito;termo_administrativo,DESTA IMPRENSA OFICIAL DO ESTADO,DESTA IMPRENSA OFICIAL DO ESTADO,RJ,2025-08-13,exoneracao,do Cargo de Confiança Assessor Especial II,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwTk5FOUVWVEJQUkdOMFVYcGFSRTlUTURCUmExbDRURlZKTlZFd1JYUk9hbGw0VDFSc1JrNHdSVEZOVlUweFRWUmpNMDU2VlhoT1JHTTFUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-13.md,saida\RJ\DOERJ_2025.csv,3968
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1º CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1º CATEGORIA,RJ,2025-08-12,exoneracao,do cargo em comissão de Assessor Especial,do Departamento Geral de Ad- ministração e Finanças,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Wk0wNXJVWGxQUkd0MFRXcE5kMDlUTURCTlZHaEVURlJzUkZKclZYUlBSRnBEVWxWWmVVMTZVWGROZWtaR1RWUmpNMDU2VlhoT1JHZDRUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-12.md,saida\RJ\DOERJ_2025.csv,3974
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1ª CATEGORIA,RJ,2025-08-12,nomeacao,para exercer o cargo em comissão de Assessor Especial,do Departamento Geral de Administração e Finanças,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Wk0wNXJVWGxQUkd0MFRXcE5kMDlUTURCTlZHaEVURlJzUkZKclZYUlBSRnBEVWxWWmVVMTZVWGROZWtaR1RWUmpNMDU2VlhoT1JHZDRUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-12.md,saida\RJ\DOERJ_2025.csv,3975
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL DE 1ª CATEGORIA,RJ,2025-08-12,exoneracao,do cargo em comissão de Auditor Fiscal Chefe,da Subsecretaria de Estado de Receita,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Wk0wNXJVWGxQUkd0MFRXcE5kMDlUTURCTlZHaEVURlJzUkZKclZYUlBSRnBEVWxWWmVVMTZVWGROZWtaR1RWUmpNMDU2VlhoT1JHZDRUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-12.md,saida\RJ\DOERJ_2025.csv,3976
inicio_suspeito;frase_administrativa;termo_administrativo,EM VAGA RESULTANTE,EM VAGA RESULTANTE,RJ,2025-08-11,nomeacao,para exercer o cargo em comissão de Aju- dante I,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wSmVFMUVXVE5QUlZsMFQxUkJkMUY1TURCT2VtaEVURlZHUms5RlRYUlNWRWt4VFhwTmVVNXFTVEJSZWtWNFRWUmpNMDU2VlhoT1JHZDZUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-11.md,saida\RJ\DOERJ_2025.csv,4045
tem_numero;termo_administrativo,BEM COMO QUAISQUER NOMEAÇÕES E EXONERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,BEM COMO QUAISQUER NOMEAÇÕES E EXONERAÇÕES CONFORME O DISPOSTO NO ARTIGO 5º DO,RJ,2025-08-11,exoneracao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wSmVFMUVXVE5QUlZsMFQxUkJkMUY1TURCT2VtaEVURlZHUms5RlRYUlNWRWt4VFhwTmVVNXFTVEJSZWtWNFRWUmpNMDU2VlhoT1JHZDZUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-11.md,saida\RJ\DOERJ_2025.csv,4072
termo_administrativo,ASSISTENTE TÉCNICO DE TRÂNSITO,ASSISTENTE TÉCNICO DE TRÂNSITO,RJ,2025-08-05,exoneracao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0UmVsRnFWa1JPZWxGMFVWVktSbEY1TURCU1ZFMHpURlJuTlU5RlRYUk9hazVIVFhwRk5VNXFhM2xQUkZreVRWUmpNMDU2VlhoT1JHdDVUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-05.md,saida\RJ\DOERJ_2025.csv,4189
tem_numero;frase_administrativa;termo_administrativo,DOCUMENTAÇÃO E MANUTENÇÃO - GEADM. PROCESSO Nº SEI-220002/000318/2025,DOCUMENTAÇÃO E MANUTENÇÃO - GEADM. PROCESSO Nº SEI-220002/000318/2025,RJ,2025-08-05,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0UmVsRnFWa1JPZWxGMFVWVktSbEY1TURCU1ZFMHpURlJuTlU5RlRYUk9hazVIVFhwRk5VNXFhM2xQUkZreVRWUmpNMDU2VlhoT1JHdDVUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-05.md,saida\RJ\DOERJ_2025.csv,4228
tem_numero;inicio_suspeito;frase_administrativa;termo_administrativo;muito_longo,VINCULADO À GERÊNCIA DE COBRANÇA DE OPERAÇÕES DE CRÉDITO - GECOB. PROCESSO Nº SEI-220002/000319/2025,VINCULADO À GERÊNCIA DE COBRANÇA DE OPERAÇÕES DE CRÉDITO - GECOB. PROCESSO Nº SEI-220002/000319/2025,RJ,2025-08-05,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0UmVsRnFWa1JPZWxGMFVWVktSbEY1TURCU1ZFMHpURlJuTlU5RlRYUk9hazVIVFhwRk5VNXFhM2xQUkZreVRWUmpNMDU2VlhoT1JHdDVUMEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-05.md,saida\RJ\DOERJ_2025.csv,4229
tem_numero;termo_administrativo,AUDITOR FISCAL DA RECEITA ESTADUAL DE 2ª CATEGORIA,AUDITOR FISCAL DA RECEITA ESTADUAL DE 2ª CATEGORIA,RJ,2025-07-30,exoneracao,do cargo em comissão de Auditor Fiscal Subchefe,da Subsecretaria de Estado de Receita,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFRCS1JsSnJSVEpPYTBsMFRVUnNSVTlUTURCUFZVVjRURlJzUms1VVVYUlNha1pEVFhwbmVWRjZUWHBOYWs1RlRWUmpNMDU2VlhoT1ZFRjVUVUU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-30.md,saida\RJ\DOERJ_2025.csv,4429
inicio_suspeito;frase_administrativa;termo_administrativo,POR ATO PRÓPRIO,POR ATO PRÓPRIO,RJ,2025-07-30,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFRCS1JsSnJSVEpPYTBsMFRVUnNSVTlUTURCUFZVVjRURlJzUms1VVVYUlNha1pEVFhwbmVWRjZUWHBOYWs1RlRWUmpNMDU2VlhoT1ZFRjVUVUU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-30.md,saida\RJ\DOERJ_2025.csv,4434
frase_administrativa;termo_administrativo,ATRAVÉS DE ATO PRÓPRIO PUBLICADO NO DIÁRIO OFICIAL DO ESTADO,ATRAVÉS DE ATO PRÓPRIO PUBLICADO NO DIÁRIO OFICIAL DO ESTADO,RJ,2025-07-25,nomeacao,,,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwSmVFOUZSa05PYTFsMFRqQlpOVkY1TURCT2VtZDVURlJvUWs1cVdYUlNha2swVVRCRk5FNHdUWGhOUkVrMFRWUmpNMDU2VlhoT1ZFRXlUVkU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-25.md,saida\RJ\DOERJ_2025.csv,4534
